"index","obj","pred","sub","val"
"s-01014","drug-DB10813","hasCommonProducer","drug-DB10936","1.0"
"s-13064","drug-DB11028","hasSameState","drug-DB05941","0.0"
"s-10183","drug-DB05077","hasSameState","drug-DB09148","1.0"
"s-24326","drug-DB08207","hasCommonIndication","drug-DB08512","0.0"
"s-07716","drug-DB06812","interactsWith","drug-DB13209","0.0"
"s-19766","disease-DS006154","hasIndication","drug-DB00278","0.0"
"s-06233","drug-DB00349","interactsWith","drug-DB13909","1.0"
"s-18283","disease-DS000867","hasIndication","drug-DB00693","0.0"
"s-21562","drug-DB14700","hasCommonIndication","drug-DB00035","1.0"
"s-04952","drug-DB01651","hasCommonProducer","drug-DB01388","0.0"
"s-21349","drug-DB01203","hasCommonIndication","drug-DB11256","1.0"
"s-04739","drug-DB08722","hasCommonProducer","drug-DB02379","0.0"
"s-16789","disease-DS013701","hasIndication","drug-DB13909","1.0"
"s-03256","drug-DB14068","hasCommonProducer","drug-DB10614","0.0"
"s-17612","disease-DS008234","hasIndication","drug-DB06199","0.0"
"s-01975","drug-DB01086","hasCommonProducer","drug-DB13503","1.0"
"s-09958","drug-DB04783","interactsWith","drug-DB00641","0.0"
"s-00492","drug-DB13947","hasCommonProducer","drug-DB13955","1.0"
"s-08475","drug-DB14165","interactsWith","drug-DB01241","0.0"
"s-00279","drug-DB00158","hasCommonProducer","drug-DB14229","1.0"
"s-14635","drug-DB01213","hasSameState","drug-DB06573","0.0"
"s-11754","drug-DB04540","hasSameState","drug-DB03850","1.0"
"s-01102","drug-DB00115","hasCommonProducer","drug-DB13257","1.0"
"s-13152","drug-DB10815","hasSameState","drug-DB13700","0.0"
"s-10271","drug-DB14331","hasSameState","drug-DB00267","1.0"
"s-10058","drug-DB00160","hasSameState","drug-DB14304","1.0"
"s-05498","drug-DB00327","interactsWith","drug-DB01028","1.0"
"s-07804","drug-DB11661","interactsWith","drug-DB01158","0.0"
"s-24414","drug-DB00094","hasCommonIndication","drug-DB04298","0.0"
"s-19854","disease-DS004627","hasIndication","drug-DB04641","0.0"
"s-06321","drug-DB09224","interactsWith","drug-DB01618","1.0"
"s-18371","disease-DS001478","hasIndication","drug-DB12656","0.0"
"s-06108","drug-DB00182","interactsWith","drug-DB01281","1.0"
"s-18158","disease-DS006618","hasIndication","drug-DB14565","0.0"
"s-21650","drug-DB00018","hasCommonIndication","drug-DB01179","1.0"
"s-21437","drug-DB00938","hasCommonIndication","drug-DB01430","1.0"
"s-04827","drug-DB06893","hasCommonProducer","drug-DB07391","0.0"
"s-16877","disease-DS007740","hasIndication","drug-DB01401","1.0"
"s-03344","drug-DB12037","hasCommonProducer","drug-DB10436","0.0"
"s-15394","disease-DS001197","hasIndication","drug-DB09090","1.0"
"s-17700","disease-DS010356","hasIndication","drug-DB02326","0.0"
"s-16004","disease-DS002531","hasIndication","drug-DB05799","1.0"
"s-00580","drug-DB00161","hasCommonProducer","drug-DB00150","1.0"
"s-08563","drug-DB14165","interactsWith","drug-DB01588","0.0"
"s-00367","drug-DB11204","hasCommonProducer","drug-DB06815","1.0"
"s-14723","drug-DB10899","hasSameState","drug-DB03332","0.0"
"s-07080","drug-DB00572","interactsWith","drug-DB01381","1.0"
"s-11842","drug-DB11634","hasSameState","drug-DB04302","1.0"
"s-23892","drug-DB03890","hasCommonIndication","drug-DB09331","0.0"
"s-13240","drug-DB05236","hasSameState","drug-DB12246","0.0"
"s-11629","drug-DB11980","hasSameState","drug-DB02132","1.0"
"s-23679","drug-DB09132","hasCommonIndication","drug-DB06969","0.0"
"s-13027","drug-DB09516","hasSameState","drug-DB12273","0.0"
"s-10146","drug-DB05271","hasSameState","drug-DB14516","1.0"
"s-05586","drug-DB00193","interactsWith","drug-DB04948","1.0"
"s-22196","drug-DB00844","hasCommonIndication","drug-DB00652","1.0"
"s-24502","drug-DB06901","hasCommonIndication","drug-DB00017","0.0"
"s-19942","disease-DS013720","hasIndication","drug-DB06433","0.0"
"s-19729","disease-DS002978","hasIndication","drug-DB14381","0.0"
"s-18246","disease-DS009473","hasIndication","drug-DB06230","0.0"
"s-21525","drug-DB12323","hasCommonIndication","drug-DB00028","1.0"
"s-04915","drug-DB12236","hasCommonProducer","drug-DB01592","0.0"
"s-16965","disease-DS003062","hasIndication","drug-DB05339","1.0"
"s-20042","drug-DB00765","hasCommonIndication","drug-DB09546","1.0"
"s-03432","drug-DB10693","hasCommonProducer","drug-DB07371","0.0"
"s-15482","disease-DS012094","hasIndication","drug-DB05316","1.0"
"s-03219","drug-DB07385","hasCommonProducer","drug-DB07833","0.0"
"s-15269","disease-DS013155","hasIndication","drug-DB05149","1.0"
"s-13988","drug-DB00103","hasSameState","drug-DB00533","0.0"
"s-01938","drug-DB09536","hasCommonProducer","drug-DB13747","1.0"
"s-08651","drug-DB04783","interactsWith","drug-DB08875","0.0"
"s-00455","drug-DB11200","hasCommonProducer","drug-DB11108","1.0"
"s-08438","drug-DB04783","interactsWith","drug-DB01079","0.0"
"s-14811","drug-DB11311","hasSameState","drug-DB14601","0.0"
"s-11930","drug-DB06404","hasSameState","drug-DB07535","1.0"
"s-23980","drug-DB12699","hasCommonIndication","drug-DB07188","0.0"
"s-11717","drug-DB08532","hasSameState","drug-DB12809","1.0"
"s-23767","drug-DB03932","hasCommonIndication","drug-DB06606","0.0"
"s-13115","drug-DB13854","hasSameState","drug-DB03286","0.0"
"s-10234","drug-DB00925","hasSameState","drug-DB08348","1.0"
"s-22284","drug-DB08891","hasCommonIndication","drug-DB00660","1.0"
"s-05674","drug-DB00342","interactsWith","drug-DB01238","1.0"
"s-04191","drug-DB08668","hasCommonProducer","drug-DB14069","0.0"
"s-19817","disease-DS005271","hasIndication","drug-DB00258","0.0"
"s-18334","disease-DS006539","hasIndication","drug-DB02937","0.0"
"s-02697","drug-DB11134","hasCommonProducer","drug-DB09224","0.0"
"s-21613","drug-DB06433","hasCommonIndication","drug-DB00888","1.0"
"s-03520","drug-DB08455","hasCommonProducer","drug-DB07043","0.0"
"s-09197","drug-DB14165","interactsWith","drug-DB00957","0.0"
"s-20130","drug-DB08818","hasCommonIndication","drug-DB00668","1.0"
"s-15570","disease-DS004651","hasIndication","drug-DB05113","1.0"
"s-03307","drug-DB01263","hasCommonProducer","drug-DB05325","0.0"
"s-15357","disease-DS009367","hasIndication","drug-DB00924","1.0"
"s-00543","drug-DB10301","hasCommonProducer","drug-DB10314","1.0"
"s-08526","drug-DB06812","interactsWith","drug-DB14526","0.0"
"s-12593","drug-DB10820","hasSameState","drug-DB00642","0.0"
"s-07043","drug-DB13843","interactsWith","drug-DB00564","1.0"
"s-19093","disease-DS007090","hasIndication","drug-DB01117","0.0"
"s-11805","drug-DB01537","hasSameState","drug-DB03761","1.0"
"s-23855","drug-DB08896","hasCommonIndication","drug-DB02516","0.0"
"s-13203","drug-DB00061","hasSameState","drug-DB00856","0.0"
"s-10322","drug-DB10392","hasSameState","drug-DB00216","1.0"
"s-22372","drug-DB01614","hasCommonIndication","drug-DB01205","1.0"
"s-05762","drug-DB09239","interactsWith","drug-DB00960","1.0"
"s-10109","drug-DB11014","hasSameState","drug-DB10918","1.0"
"s-22159","drug-DB00996","hasCommonIndication","drug-DB00458","1.0"
"s-05549","drug-DB13757","interactsWith","drug-DB13307","1.0"
"s-17599","disease-DS000094","hasIndication","drug-DB07363","0.0"
"s-19905","disease-DS001685","hasIndication","drug-DB05895","0.0"
"s-04066","drug-DB14266","hasCommonProducer","drug-DB11304","0.0"
"s-18422","disease-DS002572","hasIndication","drug-DB01631","0.0"
"s-20878","drug-DB00367","hasCommonIndication","drug-DB00977","1.0"
"s-18209","disease-DS002112","hasIndication","drug-DB01981","0.0"
"s-02785","drug-DB05959","hasCommonProducer","drug-DB11778","0.0"
"s-21701","drug-DB01065","hasCommonIndication","drug-DB05821","1.0"
"s-16928","disease-DS002834","hasIndication","drug-DB01069","1.0"
"s-09285","drug-DB02828","interactsWith","drug-DB00641","0.0"
"s-01089","drug-DB10760","hasCommonProducer","drug-DB10767","1.0"
"s-20005","drug-DB09395","hasCommonIndication","drug-DB06666","1.0"
"s-15445","disease-DS004651","hasIndication","drug-DB04960","1.0"
"s-11081","drug-DB01367","hasSameState","drug-DB01853","1.0"
"s-00631","drug-DB00152","hasCommonProducer","drug-DB14491","1.0"
"s-08614","drug-DB14165","interactsWith","drug-DB01558","0.0"
"s-12681","drug-DB11159","hasSameState","drug-DB14208","0.0"
"s-00418","drug-DB14173","hasCommonProducer","drug-DB14199","1.0"
"s-12468","drug-DB14158","hasSameState","drug-DB07651","1.0"
"s-07131","drug-DB00555","interactsWith","drug-DB01156","1.0"
"s-19181","disease-DS013402","hasIndication","drug-DB03520","0.0"
"s-23943","drug-DB07165","hasCommonIndication","drug-DB14533","0.0"
"s-10410","drug-DB07884","hasSameState","drug-DB10331","1.0"
"s-22460","drug-DB00570","hasCommonIndication","drug-DB00541","1.0"
"s-05850","drug-DB01594","interactsWith","drug-DB00996","1.0"
"s-22247","drug-DB06714","hasCommonIndication","drug-DB00637","1.0"
"s-05637","drug-DB00268","interactsWith","drug-DB00762","1.0"
"s-17687","disease-DS002580","hasIndication","drug-DB09165","0.0"
"s-04154","drug-DB12797","hasCommonProducer","drug-DB00568","0.0"
"s-18510","disease-DS013094","hasIndication","drug-DB06940","0.0"
"s-20966","drug-DB00542","hasCommonIndication","drug-DB01325","1.0"
"s-02873","drug-DB10824","hasCommonProducer","drug-DB09245","0.0"
"s-01390","drug-DB14183","hasCommonProducer","drug-DB14202","1.0"
"s-09373","drug-DB14165","interactsWith","drug-DB06190","0.0"
"s-01177","drug-DB01114","hasCommonProducer","drug-DB00945","1.0"
"s-15533","disease-DS006310","hasIndication","drug-DB04896","1.0"
"s-02000","drug-DB09123","hasCommonProducer","drug-DB13956","1.0"
"s-14050","drug-DB10810","hasSameState","drug-DB03691","0.0"
"s-24489","drug-DB08231","hasCommonIndication","drug-DB01344","0.0"
"s-07879","drug-DB14165","interactsWith","drug-DB09101","0.0"
"s-06396","drug-DB14028","interactsWith","drug-DB14719","1.0"
"s-08702","drug-DB13950","interactsWith","drug-DB09221","0.0"
"s-00506","drug-DB00126","hasCommonProducer","drug-DB13961","1.0"
"s-12556","drug-DB13896","hasSameState","drug-DB02671","0.0"
"s-07006","drug-DB00298","interactsWith","drug-DB00035","1.0"
"s-19056","disease-DS004693","hasIndication","drug-DB07502","0.0"
"s-23818","drug-DB01042","hasCommonIndication","drug-DB05668","0.0"
"s-22335","drug-DB09104","hasCommonIndication","drug-DB06800","1.0"
"s-05725","drug-DB09378","interactsWith","drug-DB00091","1.0"
"s-17775","disease-DS006705","hasIndication","drug-DB06888","0.0"
"s-04242","drug-DB11772","hasCommonProducer","drug-DB02982","0.0"
"s-16292","disease-DS004103","hasIndication","drug-DB00322","1.0"
"s-04029","drug-DB09293","hasCommonProducer","drug-DB10562","0.0"
"s-16079","disease-DS002884","hasIndication","drug-DB00144","1.0"
"s-02961","drug-DB09459","hasCommonProducer","drug-DB03596","0.0"
"s-14798","drug-DB11118","hasSameState","drug-DB11621","0.0"
"s-02748","drug-DB01619","hasCommonProducer","drug-DB00880","0.0"
"s-09461","drug-DB00799","interactsWith","drug-DB12480","0.0"
"s-01265","drug-DB14177","hasCommonProducer","drug-DB14200","1.0"
"s-09248","drug-DB02828","interactsWith","drug-DB00598","0.0"
"s-15621","disease-DS007764","hasIndication","drug-DB06771","1.0"
"s-24790","drug-DB08016","hasCommonIndication","drug-DB08367","0.0"
"s-15408","disease-DS007144","hasIndication","drug-DB05860","1.0"
"s-24577","drug-DB10369","hasCommonIndication","drug-DB05645","0.0"
"s-07967","drug-DB08355","interactsWith","drug-DB00203","0.0"
"s-11044","drug-DB03712","hasSameState","drug-DB02937","1.0"
"s-23094","drug-DB03604","hasCommonIndication","drug-DB00249","0.0"
"s-06484","drug-DB01063","interactsWith","drug-DB06731","1.0"
"s-12644","drug-DB13203","hasSameState","drug-DB06257","0.0"
"s-19144","disease-DS008679","hasIndication","drug-DB14332","0.0"
"s-23906","drug-DB07147","hasCommonIndication","drug-DB00857","0.0"
"s-22423","drug-DB00860","hasCommonIndication","drug-DB06224","1.0"
"s-05813","drug-DB08807","interactsWith","drug-DB13967","1.0"
"s-17863","disease-DS005739","hasIndication","drug-DB12356","0.0"
"s-04330","drug-DB12651","hasCommonProducer","drug-DB08300","0.0"
"s-16380","disease-DS007972","hasIndication","drug-DB00699","1.0"
"s-04117","drug-DB07110","hasCommonProducer","drug-DB01591","0.0"
"s-16167","disease-DS004632","hasIndication","drug-DB01250","1.0"
"s-20929","drug-DB00476","hasCommonIndication","drug-DB00715","1.0"
"s-14886","drug-DB11025","hasSameState","drug-DB08727","0.0"
"s-02836","drug-DB12420","hasCommonProducer","drug-DB10518","0.0"
"s-01353","drug-DB14302","hasCommonProducer","drug-DB14298","1.0"
"s-09336","drug-DB06812","interactsWith","drug-DB09546","0.0"
"s-24665","drug-DB09154","hasCommonIndication","drug-DB00899","0.0"
"s-14013","drug-DB10857","hasSameState","drug-DB08160","0.0"
"s-11132","drug-DB05191","hasSameState","drug-DB14436","1.0"
"s-23182","drug-DB03448","hasCommonIndication","drug-DB08479","0.0"
"s-06572","drug-DB11742","interactsWith","drug-DB00270","1.0"
"s-06359","drug-DB01611","interactsWith","drug-DB01181","1.0"
"s-12732","drug-DB00052","hasSameState","drug-DB12305","0.0"
"s-12519","drug-DB12368","hasSameState","drug-DB09326","0.0"
"s-19232","disease-DS011021","hasIndication","drug-DB02496","0.0"
"s-21688","drug-DB00351","hasCommonIndication","drug-DB01004","1.0"
"s-19019","disease-DS007144","hasIndication","drug-DB11071","0.0"
"s-03595","drug-DB04199","hasCommonProducer","drug-DB14218","0.0"
"s-05901","drug-DB04908","interactsWith","drug-DB00489","1.0"
"s-22511","drug-DB11880","hasCommonIndication","drug-DB00339","0.0"
"s-17951","disease-DS007248","hasIndication","drug-DB12453","0.0"
"s-17738","disease-DS003735","hasIndication","drug-DB12143","0.0"
"s-04205","drug-DB01267","hasCommonProducer","drug-DB04076","0.0"
"s-16255","disease-DS004694","hasIndication","drug-DB01237","1.0"
"s-02924","drug-DB14697","hasCommonProducer","drug-DB00520","0.0"
"s-14974","drug-DB00018","hasSameState","drug-DB14063","0.0"
"s-01441","drug-DB01164","hasCommonProducer","drug-DB00702","1.0"
"s-09424","drug-DB00799","interactsWith","drug-DB01016","0.0"
"s-13491","drug-DB10984","hasSameState","drug-DB08555","0.0"
"s-01228","drug-DB09381","hasCommonProducer","drug-DB00286","1.0"
"s-13278","drug-DB00163","hasSameState","drug-DB12890","0.0"
"s-10397","drug-DB08352","hasSameState","drug-DB00789","1.0"
"s-24753","drug-DB09015","hasCommonIndication","drug-DB14128","0.0"
"s-14101","drug-DB10953","hasSameState","drug-DB03737","0.0"
"s-11220","drug-DB12096","hasSameState","drug-DB09235","1.0"
"s-23270","drug-DB12005","hasCommonIndication","drug-DB02773","0.0"
"s-06660","drug-DB00605","interactsWith","drug-DB11102","1.0"
"s-11007","drug-DB02283","hasSameState","drug-DB04209","1.0"
"s-23057","drug-DB05264","hasCommonIndication","drug-DB04082","0.0"
"s-06447","drug-DB00987","interactsWith","drug-DB03410","1.0"
"s-18497","disease-DS004848","hasIndication","drug-DB04241","0.0"
"s-12820","drug-DB12205","hasSameState","drug-DB06982","0.0"
"s-12607","drug-DB11588","hasSameState","drug-DB12486","0.0"
"s-19320","disease-DS003356","hasIndication","drug-DB12756","0.0"
"s-21776","drug-DB00668","hasCommonIndication","drug-DB00043","1.0"
"s-19107","disease-DS007525","hasIndication","drug-DB08151","0.0"
"s-20293","drug-DB11569","hasCommonIndication","drug-DB02300","1.0"
"s-03683","drug-DB14150","hasCommonProducer","drug-DB04819","0.0"
"s-17826","disease-DS003181","hasIndication","drug-DB04439","0.0"
"s-16343","disease-DS007558","hasIndication","drug-DB00211","1.0"
"s-08689","drug-DB14165","interactsWith","drug-DB00292","0.0"
"s-14849","drug-DB00016","hasSameState","drug-DB01097","0.0"
"s-09512","drug-DB14165","interactsWith","drug-DB00597","0.0"
"s-11968","drug-DB01501","hasSameState","drug-DB12532","1.0"
"s-01316","drug-DB09038","hasCommonProducer","drug-DB08882","1.0"
"s-13366","drug-DB09145","hasSameState","drug-DB02258","0.0"
"s-10485","drug-DB12269","hasSameState","drug-DB00585","1.0"
"s-24841","drug-DB12007","hasCommonIndication","drug-DB00348","0.0"
"s-24628","drug-DB12628","hasCommonIndication","drug-DB00743","0.0"
"s-23145","drug-DB08344","hasCommonIndication","drug-DB12123","0.0"
"s-06535","drug-DB01068","interactsWith","drug-DB06290","1.0"
"s-18585","disease-DS001100","hasIndication","drug-DB02953","0.0"
"s-05052","drug-DB01277","interactsWith","drug-DB00978","1.0"
"s-21864","drug-DB04796","hasCommonIndication","drug-DB00910","1.0"
"s-20381","drug-DB05273","hasCommonIndication","drug-DB05244","1.0"
"s-03771","drug-DB13905","hasCommonProducer","drug-DB00210","0.0"
"s-20168","drug-DB00783","hasCommonIndication","drug-DB00286","1.0"
"s-03558","drug-DB14218","hasCommonProducer","drug-DB14577","0.0"
"s-17914","disease-DS002069","hasIndication","drug-DB08754","0.0"
"s-02075","drug-DB13974","hasCommonProducer","drug-DB10984","1.0"
"s-16431","disease-DS008632","hasIndication","drug-DB06134","1.0"
"s-16218","disease-DS004321","hasIndication","drug-DB02546","1.0"
"s-08990","drug-DB13950","interactsWith","drug-DB00859","0.0"
"s-00794","drug-DB00126","hasCommonProducer","drug-DB00048","1.0"
"s-08777","drug-DB14165","interactsWith","drug-DB04881","0.0"
"s-14937","drug-DB00122","hasSameState","drug-DB12611","0.0"
"s-07294","drug-DB00802","interactsWith","drug-DB12313","1.0"
"s-09600","drug-DB06812","interactsWith","drug-DB00291","0.0"
"s-01404","drug-DB11064","hasCommonProducer","drug-DB14222","1.0"
"s-13454","drug-DB11198","hasSameState","drug-DB03399","0.0"
"s-10573","drug-DB02001","hasSameState","drug-DB12734","1.0"
"s-24716","drug-DB13093","hasCommonIndication","drug-DB11654","0.0"
"s-06623","drug-DB09101","interactsWith","drug-DB04574","1.0"
"s-23233","drug-DB03555","hasCommonIndication","drug-DB12820","0.0"
"s-18673","disease-DS002839","hasIndication","drug-DB03967","0.0"
"s-05140","drug-DB04946","interactsWith","drug-DB04903","1.0"
"s-17190","disease-DS005235","hasIndication","drug-DB04871","1.0"
"s-21952","drug-DB06714","hasCommonIndication","drug-DB08800","1.0"
"s-21739","drug-DB09098","hasCommonIndication","drug-DB08804","1.0"
"s-20256","drug-DB00452","hasCommonIndication","drug-DB09155","1.0"
"s-03646","drug-DB10963","hasCommonProducer","drug-DB02519","0.0"
"s-15696","disease-DS000341","hasIndication","drug-DB08871","1.0"
"s-02163","drug-DB06764","hasCommonProducer","drug-DB14548","1.0"
"s-16306","disease-DS006621","hasIndication","drug-DB00443","1.0"
"s-00882","drug-DB11573","hasCommonProducer","drug-DB11200","1.0"
"s-08865","drug-DB03539","interactsWith","drug-DB00359","0.0"
"s-00669","drug-DB14153","hasCommonProducer","drug-DB14367","1.0"
"s-07382","drug-DB06725","interactsWith","drug-DB14539","1.0"
"s-07169","drug-DB01181","interactsWith","drug-DB01082","1.0"
"s-13542","drug-DB09348","hasSameState","drug-DB09216","0.0"
"s-10661","drug-DB06649","hasSameState","drug-DB08899","1.0"
"s-13329","drug-DB13901","hasSameState","drug-DB03083","0.0"
"s-10448","drug-DB07953","hasSameState","drug-DB09379","1.0"
"s-05888","drug-DB00573","interactsWith","drug-DB00412","1.0"
"s-22498","drug-DB12070","hasCommonIndication","drug-DB01141","1.0"
"s-24804","drug-DB09144","hasCommonIndication","drug-DB08519","0.0"
"s-23321","drug-DB08396","hasCommonIndication","drug-DB06962","0.0"
"s-06711","drug-DB08822","interactsWith","drug-DB09258","1.0"
"s-18761","disease-DS006546","hasIndication","drug-DB03685","0.0"
"s-23108","drug-DB07885","hasCommonIndication","drug-DB00859","0.0"
"s-18548","disease-DS010447","hasIndication","drug-DB12530","0.0"
"s-05015","drug-DB08922","interactsWith","drug-DB00972","1.0"
"s-17065","disease-DS013401","hasIndication","drug-DB00247","1.0"
"s-21827","drug-DB01053","hasCommonIndication","drug-DB00438","1.0"
"s-20344","drug-DB06195","hasCommonIndication","drug-DB05420","1.0"
"s-03734","drug-DB11110","hasCommonProducer","drug-DB08836","0.0"
"s-15784","disease-DS009959","hasIndication","drug-DB05322","1.0"
"s-02251","drug-DB01381","hasCommonProducer","drug-DB14300","1.0"
"s-14088","drug-DB10977","hasSameState","drug-DB07168","0.0"
"s-02038","drug-DB10329","hasCommonProducer","drug-DB10319","1.0"
"s-00970","drug-DB06724","hasCommonProducer","drug-DB11209","1.0"
"s-08953","drug-DB11661","interactsWith","drug-DB04908","0.0"
"s-00757","drug-DB00158","hasCommonProducer","drug-DB14001","1.0"
"s-24080","drug-DB00903","hasCommonIndication","drug-DB04303","0.0"
"s-07470","drug-DB08950","interactsWith","drug-DB06148","1.0"
"s-07257","drug-DB08899","interactsWith","drug-DB00568","1.0"
"s-13630","drug-DB09140","hasSameState","drug-DB11026","0.0"
"s-13417","drug-DB12367","hasSameState","drug-DB01340","0.0"
"s-10536","drug-DB14211","hasSameState","drug-DB08889","1.0"
"s-22586","drug-DB12686","hasCommonIndication","drug-DB01955","0.0"
"s-05976","drug-DB14500","interactsWith","drug-DB00661","1.0"
"s-04493","drug-DB05966","hasCommonProducer","drug-DB04483","0.0"
"s-18636","disease-DS005235","hasIndication","drug-DB02663","0.0"
"s-05103","drug-DB00624","interactsWith","drug-DB00333","1.0"
"s-17153","disease-DS002053","hasIndication","drug-DB00290","1.0"
"s-02999","drug-DB12105","hasCommonProducer","drug-DB14654","0.0"
"s-21915","drug-DB06656","hasCommonIndication","drug-DB05149","1.0"
"s-09499","drug-DB06812","interactsWith","drug-DB01157","0.0"
"s-20432","drug-DB05344","hasCommonIndication","drug-DB06234","1.0"
"s-03822","drug-DB08302","hasCommonProducer","drug-DB08490","0.0"
"s-15872","disease-DS007755","hasIndication","drug-DB06303","1.0"
"s-20219","drug-DB06670","hasCommonIndication","drug-DB05255","1.0"
"s-03609","drug-DB09091","hasCommonProducer","drug-DB05866","0.0"
"s-15659","disease-DS007466","hasIndication","drug-DB01126","1.0"
"s-02126","drug-DB10376","hasCommonProducer","drug-DB10738","1.0"
"s-14176","drug-DB12375","hasSameState","drug-DB00812","0.0"
"s-11295","drug-DB14565","hasSameState","drug-DB01842","1.0"
"s-12895","drug-DB05259","hasSameState","drug-DB04123","0.0"
"s-00845","drug-DB11105","hasCommonProducer","drug-DB11350","1.0"
"s-08828","drug-DB06812","interactsWith","drug-DB00611","0.0"
"s-07345","drug-DB01338","interactsWith","drug-DB06527","1.0"
"s-19395","disease-DS007112","hasIndication","drug-DB08083","0.0"
"s-13505","drug-DB00868","hasSameState","drug-DB01627","0.0"
"s-10624","drug-DB04960","hasSameState","drug-DB05724","1.0"
"s-22674","drug-DB03569","hasCommonIndication","drug-DB09414","0.0"
"s-12022","drug-DB14405","hasSameState","drug-DB02561","1.0"
"s-21191","drug-DB05295","hasCommonIndication","drug-DB05695","1.0"
"s-04581","drug-DB07731","hasCommonProducer","drug-DB05740","0.0"
"s-04368","drug-DB10798","hasCommonProducer","drug-DB00435","0.0"
"s-18724","disease-DS003619","hasIndication","drug-DB11089","0.0"
"s-17241","disease-DS001909","hasIndication","drug-DB00073","1.0"
"s-17028","disease-DS004841","hasIndication","drug-DB14195","1.0"
"s-09587","drug-DB08355","interactsWith","drug-DB01183","0.0"
"s-20520","drug-DB00575","hasCommonIndication","drug-DB09546","1.0"
"s-03910","drug-DB03523","hasCommonProducer","drug-DB03415","0.0"
"s-15960","disease-DS008931","hasIndication","drug-DB01053","1.0"
"s-20307","drug-DB00136","hasCommonIndication","drug-DB14012","1.0"
"s-15747","disease-DS003427","hasIndication","drug-DB04934","1.0"
"s-02214","drug-DB14394","hasCommonProducer","drug-DB14696","1.0"
"s-14264","drug-DB11588","hasSameState","drug-DB02130","0.0"
"s-11383","drug-DB06959","hasSameState","drug-DB05993","1.0"
"s-12983","drug-DB12407","hasSameState","drug-DB08649","0.0"
"s-00933","drug-DB01377","hasCommonProducer","drug-DB04272","1.0"
"s-08916","drug-DB04783","interactsWith","drug-DB11828","0.0"
"s-24043","drug-DB04799","hasCommonIndication","drug-DB12605","0.0"
"s-07433","drug-DB12661","interactsWith","drug-DB00796","1.0"
"s-19483","disease-DS003403","hasIndication","drug-DB01580","0.0"
"s-10712","drug-DB03315","hasSameState","drug-DB01954","1.0"
"s-22762","drug-DB08856","hasCommonIndication","drug-DB14126","0.0"
"s-12110","drug-DB06626","hasSameState","drug-DB00320","1.0"
"s-22549","drug-DB04465","hasCommonIndication","drug-DB03456","0.0"
"s-05939","drug-DB00540","interactsWith","drug-DB14499","1.0"
"s-17989","disease-DS001855","hasIndication","drug-DB11974","0.0"
"s-21066","drug-DB00588","hasCommonIndication","drug-DB01222","1.0"
"s-04456","drug-DB01981","hasCommonProducer","drug-DB10953","0.0"
"s-18812","disease-DS004910","hasIndication","drug-DB05284","0.0"
"s-17116","disease-DS003062","hasIndication","drug-DB00734","1.0"
"s-01692","drug-DB14109","hasCommonProducer","drug-DB14120","1.0"
"s-09675","drug-DB14165","interactsWith","drug-DB01241","0.0"
"s-01479","drug-DB11288","hasCommonProducer","drug-DB14249","1.0"
"s-15835","disease-DS000187","hasIndication","drug-DB00592","1.0"
"s-08192","drug-DB08355","interactsWith","drug-DB09238","0.0"
"s-02302","drug-DB09038","hasCommonProducer","drug-DB00331","1.0"
"s-14352","drug-DB10916","hasSameState","drug-DB05241","0.0"
"s-11471","drug-DB07140","hasSameState","drug-DB11059","1.0"
"s-14139","drug-DB00818","hasSameState","drug-DB00302","0.0"
"s-11258","drug-DB01173","hasSameState","drug-DB00434","1.0"
"s-06698","drug-DB12930","interactsWith","drug-DB00584","1.0"
"s-12858","drug-DB10884","hasSameState","drug-DB11913","0.0"
"s-00808","drug-DB03147","hasCommonProducer","drug-DB14484","1.0"
"s-24131","drug-DB04449","hasCommonIndication","drug-DB04302","0.0"
"s-07521","drug-DB02828","interactsWith","drug-DB11164","0.0"
"s-19571","disease-DS000639","hasIndication","drug-DB02683","0.0"
"s-07308","drug-DB00235","interactsWith","drug-DB11135","1.0"
"s-19358","disease-DS010988","hasIndication","drug-DB07187","0.0"
"s-10800","drug-DB06794","hasSameState","drug-DB07678","1.0"
"s-22850","drug-DB09342","hasCommonIndication","drug-DB08645","0.0"
"s-22637","drug-DB04612","hasCommonIndication","drug-DB03990","0.0"
"s-21154","drug-DB05586","hasCommonIndication","drug-DB06429","1.0"
"s-04544","drug-DB00016","hasCommonProducer","drug-DB02342","0.0"
"s-16594","disease-DS002837","hasIndication","drug-DB05751","1.0"
"s-18900","disease-DS011459","hasIndication","drug-DB08621","0.0"
"s-03061","drug-DB07439","hasCommonProducer","drug-DB12825","0.0"
"s-17204","disease-DS008348","hasIndication","drug-DB00846","1.0"
"s-01780","drug-DB00120","hasCommonProducer","drug-DB00653","1.0"
"s-09763","drug-DB02828","interactsWith","drug-DB00247","0.0"
"s-01567","drug-DB10581","hasCommonProducer","drug-DB14168","1.0"
"s-15923","disease-DS000153","hasIndication","drug-DB06154","1.0"
"s-08280","drug-DB11661","interactsWith","drug-DB00074","0.0"
"s-00084","drug-DB01373","hasCommonProducer","drug-DB14513","1.0"
"s-08067","drug-DB11661","interactsWith","drug-DB12161","0.0"
"s-14440","drug-DB09496","hasSameState","drug-DB04425","0.0"
"s-24879","drug-DB08374","hasCommonIndication","drug-DB00638","0.0"
"s-14227","drug-DB05222","hasSameState","drug-DB10510","0.0"
